item id,rating,movie title,genre
448,3.388235294,"Omen, The (1976)",           Horror       
449,3.034188034,Star Trek: The Motion Picture (1979), Action Adventure             Sci-Fi   
450,2.396825397,Star Trek V: The Final Frontier (1989), Action Adventure             Sci-Fi   
451,3.347058824,Grease (1978),     Comedy       Musical  Romance    
452,2.666666667,Jaws 2 (1978), Action          Horror       
453,1.9375,Jaws 3-D (1983), Action          Horror       
454,2.875,Bastard Out of Carolina (1996),        Drama          
455,3.255172414,Jackie Chan's First Strike (1996), Action                 
456,2.3125,Beverly Hills Ninja (1997), Action    Comedy             
457,1.740740741,Free Willy 3: The Rescue (1997),  Adventure  Childrens    Drama          
458,3.122222222,Nixon (1995),        Drama          
459,3.75,"Cry, the Beloved Country (1995)",        Drama          
460,3,"Crossing Guard, The (1995)",        Drama          
461,3.621621622,Smoke (1995),        Drama          
462,3.804054054,Like Water For Chocolate (Como agua para chocolate) (1992),        Drama      Romance    
463,3.85915493,"Secret of Roan Inish, The (1994)",  Adventure                
464,3.592592593,Vanya on 42nd Street (1994),        Drama          
465,3.564705882,"Jungle Book, The (1994)",  Adventure  Childrens          Romance    
466,3.596153846,Red Rock West (1992),                Thriller  
467,3.791666667,"Bronx Tale, A (1993)",        Drama          
468,3.3125,Rudy (1993),        Drama          
469,3.776119403,Short Cuts (1993),        Drama          
470,3.666666667,Tombstone (1993),                  Western
471,3.610859729,Courage Under Fire (1996),        Drama         War 
472,3.082278481,Dragonheart (1996), Action Adventure       Fantasy         
473,3.126984127,James and the Giant Peach (1996),   Animation Childrens        Musical      
474,4.25257732,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),               Sci-Fi  War 
475,3.884,Trainspotting (1996),        Drama          
476,3.01875,"First Wives Club, The (1996)",     Comedy             
477,3.210526316,Matilda (1996),    Childrens Comedy             
478,4.115384615,"Philadelphia Story, The (1940)",     Comedy         Romance    
479,4.251396648,Vertigo (1958),             Mystery   Thriller  
480,4.284916201,North by Northwest (1959),     Comedy           Thriller  
481,3.936507937,"Apartment, The (1960)",     Comedy   Drama          
482,3.984375,Some Like It Hot (1959),     Comedy Crime            
483,4.456790123,Casablanca (1942),        Drama      Romance   War 
484,4.210144928,"Maltese Falcon, The (1941)",          Film-Noir   Mystery     
485,3.816,My Fair Lady (1964),            Musical  Romance    
486,3.796875,Sabrina (1954),     Comedy         Romance    
487,4.102941176,Roman Holiday (1953),     Comedy         Romance    
488,4.2,Sunset Blvd. (1950),          Film-Noir        
489,4.115384615,Notorious (1946),          Film-Noir    Romance  Thriller  
490,4.02,To Catch a Thief (1955),     Comedy         Romance  Thriller  
491,3.791044776,"Adventures of Robin Hood, The (1938)", Action Adventure                
492,3.86440678,East of Eden (1955),        Drama          
493,4.15,"Thin Man, The (1934)",             Mystery     
494,4,His Girl Friday (1940),     Comedy             
495,3.661016949,Around the World in 80 Days (1956),  Adventure   Comedy             
496,4.121212121,It's a Wonderful Life (1946),        Drama          
497,3.838235294,Bringing Up Baby (1938),     Comedy             
498,4.184210526,"African Queen, The (1951)", Action Adventure            Romance   War 
499,3.951612903,Cat on a Hot Tin Roof (1958),        Drama          
500,3.903225806,Fly Away Home (1996),  Adventure  Childrens              
501,3.495934959,Dumbo (1941),   Animation Childrens        Musical      
502,3.701754386,Bananas (1971),     Comedy            War 
503,3.641025641,"Candidate, The (1972)",        Drama          
504,3.819672131,Bonnie and Clyde (1967),      Crime  Drama          
505,4,Dial M for Murder (1954),             Mystery   Thriller  
506,3.855555556,Rebel Without a Cause (1955),        Drama          
507,3.816326531,"Streetcar Named Desire, A (1951)",        Drama          
508,3.595348837,"People vs. Larry Flynt, The (1996)",        Drama          
509,3.851239669,My Left Foot (1989),        Drama          
510,3.94214876,"Magnificent Seven, The (1954)", Action       Drama          Western
511,4.231213873,Lawrence of Arabia (1962),  Adventure               War 
512,4,Wings of Desire (1987),     Comedy   Drama      Romance    
513,4.333333333,"Third Man, The (1949)",             Mystery   Thriller  
514,3.911111111,Annie Hall (1977),     Comedy         Romance    
515,4.2039801,"Boot, Das (1981)", Action       Drama         War 
516,3.968253968,Local Hero (1983),     Comedy             
517,3.769230769,Manhattan (1979),     Comedy   Drama      Romance    
518,3.651685393,Miller's Crossing (1990),        Drama          
519,4.1,"Treasure of the Sierra Madre, The (1948)",  Adventure                
520,4.10483871,"Great Escape, The (1963)",  Adventure               War 
521,3.833333333,"Deer Hunter, The (1978)",        Drama         War 
522,3.771428571,Down by Law (1986),     Comedy   Drama          
523,3.993902439,Cool Hand Luke (1967),     Comedy   Drama          
524,4.02173913,"Great Dictator, The (1940)",     Comedy             
525,4.02739726,"Big Sleep, The (1946)",          Film-Noir   Mystery     
526,3.830645161,Ben-Hur (1959), Action Adventure      Drama          
527,4.020512821,Gandhi (1982),        Drama          
528,4.132231405,"Killing Fields, The (1984)",        Drama         War 
529,3.978494624,My Life as a Dog (Mitt liv som hund) (1985),        Drama          
530,4.025,"Man Who Would Be King, The (1975)",  Adventure                
531,3.92248062,Shine (1996),        Drama      Romance    
532,3.318181818,Kama Sutra: A Tale of Love (1996),              Romance    
533,3.666666667,"Daytrippers, The (1996)",             Mystery     
534,3.307692308,Traveller (1997),        Drama          
535,3.166666667,Addicted to Love (1997),     Comedy         Romance    
536,3.3,Ponette (1996),        Drama          
537,3.633333333,My Own Private Idaho (1991),        Drama          
538,3.424242424,Anastasia (1997),   Animation Childrens        Musical      
539,2.477272727,Mouse Hunt (1997),    Childrens Comedy             
540,2.511627907,Money Train (1995), Action                 
541,2.87755102,Mortal Kombat (1995), Action Adventure                
542,2.529411765,Pocahontas (1995),   Animation Childrens        Musical  Romance    
543,3.619047619,"Misérables, Les (1995)",        Drama    Musical      
544,3.154929577,Things to Do in Denver when You're Dead (1995),      Crime  Drama      Romance    
545,1.833333333,Vampire in Brooklyn (1995),     Comedy         Romance    
546,3.031496063,Broken Arrow (1996), Action               Thriller  
547,3.341463415,"Young Poisoner's Handbook, The (1995)",      Crime            
548,2.166666667,"NeverEnding Story III, The (1994)",    Childrens     Fantasy         
549,3.565217391,Rob Roy (1995),        Drama      Romance   War 
550,3.284768212,Die Hard: With a Vengeance (1995), Action               Thriller  
551,2.416666667,Lord of Illusions (1995),           Horror       
552,2.866666667,Species (1995),               Sci-Fi   
553,3.285714286,"Walk in the Clouds, A (1995)",        Drama      Romance    
554,2.803921569,Waterworld (1995), Action Adventure                
555,2,White Man's Burden (1995),        Drama          
556,2.5,Wild Bill (1995),                  Western
557,3.117647059,Farinelli: il castrato (1994),        Drama    Musical      
558,3.671428571,Heavenly Creatures (1994),        Drama Fantasy       Thriller  
559,3.182481752,Interview with the Vampire (1994),        Drama   Horror       
560,2.727272727,"Kid in King Arthur's Court, A (1995)",  Adventure  Childrens Comedy    Fantasy     Romance Sci-Fi   
561,3.06779661,Mary Shelley's Frankenstein (1994),        Drama   Horror       
562,3.208333333,"Quick and the Dead, The (1995)", Action Adventure                Western
563,2.413793103,Stephen King's The Langoliers (1995),           Horror       
564,2.037037037,Tales from the Hood (1995),     Comedy      Horror       
565,2.681818182,Village of the Damned (1995),           Horror     Thriller  
566,3.569832402,Clear and Present Danger (1994), Action Adventure              Thriller  
567,2.8,Wes Craven's New Nightmare (1994),           Horror       
568,3.647826087,Speed (1994), Action             Romance  Thriller  
569,2.701492537,Wolf (1994),        Drama   Horror       
570,3.1,Wyatt Earp (1994),                  Western
571,2.5,Another Stakeout (1993),     Comedy           Thriller  
572,2.75862069,Blown Away (1994), Action               Thriller  
573,2.939393939,Body Snatchers (1993),           Horror    Sci-Fi Thriller  
574,2.2,Boxing Helena (1993),             Mystery Romance  Thriller  
575,2.545454545,City Slickers II: The Legend of Curly's Gold (1994),     Comedy             Western
576,3.021505376,Cliffhanger (1993), Action Adventure    Crime            
577,2.219512195,Coneheads (1993),     Comedy          Sci-Fi   
578,3.152173913,Demolition Man (1993), Action              Sci-Fi   
579,2.631578947,Fatal Instinct (1993),     Comedy             
580,3.375,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",     Comedy         Romance    
581,3.220338983,Kalifornia (1993),        Drama        Thriller  
582,3.601190476,"Piano, The (1993)",        Drama      Romance    
583,3,Romeo Is Bleeding (1993),      Crime          Thriller  
584,3.544303797,"Secret Garden, The (1993)",    Childrens    Drama          
585,2.487179487,Son in Law (1993),     Comedy             
586,2.676470588,Terminal Velocity (1994), Action                 
587,3.571428571,"Hour of the Pig, The (1993)",        Drama     Mystery     
588,3.792079208,Beauty and the Beast (1991),   Animation Childrens        Musical      
589,4.023255814,"Wild Bunch, The (1969)",                  Western
590,2,Hellraiser: Bloodline (1996), Action          Horror    Sci-Fi   
591,3.601123596,Primal Fear (1996),        Drama        Thriller  
592,3.333333333,True Crime (1995),             Mystery   Thriller  
593,3.166666667,Stalingrad (1993),                 War 
594,2.4,Heavy (1995),        Drama      Romance    
595,3.09375,"Fan, The (1996)",                Thriller  
596,3.377952756,"Hunchback of Notre Dame, The (1996)",   Animation Childrens        Musical      
597,3.150485437,Eraser (1996), Action               Thriller  
598,2.25,"Big Squeeze, The (1996)",     Comedy   Drama          
599,1,Police Story 4: Project S (Chao ji ji hua) (1993), Action                 
600,3,Daniel Defoe's Robinson Crusoe (1996),    Childrens              
601,4,For Whom the Bell Tolls (1943),  Adventure               War 
602,3.7,"American in Paris, An (1951)",            Musical  Romance    
603,4.387559809,Rear Window (1954),             Mystery   Thriller  
604,4.012345679,It Happened One Night (1934),     Comedy             
605,3.35483871,Meet Me in St. Louis (1944),            Musical      
606,4.045454545,All About Eve (1950),        Drama          
607,3.96969697,Rebecca (1940),              Romance  Thriller  
608,3.933333333,Spellbound (1945),             Mystery Romance  Thriller  
609,3.583333333,Father of the Bride (1950),     Comedy             
610,3.658536585,Gigi (1958),            Musical      
611,4.1,Laura (1944),      Crime    Film-Noir   Mystery     
612,3.941176471,Lost Horizon (1937),        Drama          
613,4.037037037,My Man Godfrey (1936),     Comedy             
614,3.745098039,Giant (1956),        Drama          
615,4.050847458,"39 Steps, The (1935)",                Thriller  
616,3.421875,Night of the Living Dead (1968),           Horror    Sci-Fi   
617,3.777777778,"Blue Angel, The (Blaue Engel, Der) (1930)",        Drama          
618,3.611111111,Picnic (1955),        Drama          
619,3.171875,Extreme Measures (1996),        Drama        Thriller  
620,3.093023256,"Chamber, The (1996)",        Drama          
621,2.909090909,"Davy Crockett, King of the Wild Frontier (1955)",                  Western
622,3.358974359,Swiss Family Robinson (1960),  Adventure  Childrens              
623,2.923076923,Angels in the Outfield (1994),    Childrens Comedy             
624,3.272727273,"Three Caballeros, The (1945)",   Animation Childrens        Musical      
625,3.329268293,"Sword in the Stone, The (1963)",   Animation Childrens              
626,3.25,So Dear to My Heart (1949),    Childrens    Drama          
627,3.226666667,Robin Hood: Prince of Thieves (1991),        Drama          
628,3.514792899,Sleepers (1996),      Crime  Drama          
629,3.337662338,Victor/Victoria (1982),     Comedy       Musical      
630,3.290322581,"Great Race, The (1965)",     Comedy       Musical      
631,3.621848739,"Crying Game, The (1992)", Action       Drama      Romance   War 
632,3.896551724,Sophie's Choice (1982),        Drama          
633,4.057971014,"Christmas Carol, A (1938)",        Drama          
634,3.75,Microcosmos: Le peuple de l'herbe (1996),       Documentary           
635,2.739130435,"Fog, The (1980)",           Horror       
636,3.241758242,Escape from New York (1981), Action Adventure             Sci-Fi Thriller  
637,3.026315789,"Howling, The (1981)",     Comedy      Horror       
638,3.772727273,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",        Drama          
639,3.7,"Tin Drum, The (Blechtrommel, Die) (1979)",        Drama          
640,3.024390244,"Cook the Thief His Wife & Her Lover, The (1989)",        Drama          
641,4.212121212,Paths of Glory (1957),        Drama         War 
642,3.483146067,"Grifters, The (1990)",      Crime  Drama  Film-Noir        
643,3,The Innocent (1994),        Drama      Romance    
644,3.771428571,"Thin Blue Line, The (1988)",       Documentary           
645,3.814814815,Paris Is Burning (1990),       Documentary           
646,3.868421053,Once Upon a Time in the West (1969),                  Western
647,4.1,Ran (1985),        Drama         War 
648,4.029850746,"Quiet Man, The (1952)",     Comedy         Romance    
649,3.4,Once Upon a Time in America (1984),      Crime  Drama        Thriller  
650,3.541666667,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",        Drama          
651,4.076023392,Glory (1989), Action       Drama         War 
652,3.888888889,Rosencrantz and Guildenstern Are Dead (1990),     Comedy   Drama          
653,3.911764706,Touch of Evil (1958),      Crime    Film-Noir      Thriller  
654,4.136054422,Chinatown (1974),          Film-Noir   Mystery   Thriller  
655,3.881057269,Stand by Me (1986),  Adventure   Comedy   Drama          
656,4,M (1931),      Crime    Film-Noir      Thriller  
657,4.259541985,"Manchurian Candidate, The (1962)",          Film-Noir      Thriller  
658,3.417721519,Pump Up the Volume (1990),        Drama          
659,4.07826087,Arsenic and Old Lace (1944),     Comedy        Mystery   Thriller  
660,3.764705882,Fried Green Tomatoes (1991),        Drama          
661,4.102272727,High Noon (1952),                  Western
662,3.426829268,Somewhere in Time (1980),        Drama      Romance    
663,3.905172414,Being There (1979),     Comedy             
664,3.543478261,"Paris, Texas (1984)",        Drama          
665,2.83,Alien 3 (1992), Action          Horror    Sci-Fi Thriller  
666,2.4,Blood For Dracula (Andy Warhol's Dracula) (1974),           Horror       
667,2.166666667,Audrey Rose (1977),           Horror       
668,2.166666667,Blood Beach (1981), Action          Horror       
669,1.615384615,Body Parts (1991),           Horror       
670,3,Body Snatchers (1993),           Horror    Sci-Fi Thriller  
671,3.608695652,Bride of Frankenstein (1935),           Horror       
672,2.723076923,Candyman (1992),           Horror       
673,3.523255814,Cape Fear (1962),          Film-Noir      Thriller  
674,2.895833333,Cat People (1982),           Horror       
675,3.555555556,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",           Horror       
676,3.337662338,"Crucible, The (1996)",        Drama          
677,3,Fire on the Mountain (1996),       Documentary           
678,2.808219178,Volcano (1997),        Drama        Thriller  
679,3.046728972,Conan the Barbarian (1981), Action Adventure                
680,2.558823529,Kull the Conqueror (1997), Action Adventure                
681,2.444444444,Wishmaster (1997),           Horror       
682,3.06,I Know What You Did Last Summer (1997),           Horror  Mystery   Thriller  
683,2.408163265,Rocket Man (1997),     Comedy             
684,3.792899408,In the Line of Fire (1993), Action               Thriller  
685,3.356687898,Executive Decision (1996), Action               Thriller  
686,3.68,"Perfect World, A (1993)", Action       Drama          
687,2.188405797,McHale's Navy (1997),     Comedy            War 
688,1.840909091,Leave It to Beaver (1997),     Comedy             
689,3.149425287,"Jackal, The (1997)", Action               Thriller  
690,3.458064516,Seven Years in Tibet (1997),        Drama         War 
691,3.5,Dark City (1998),          Film-Noir     Sci-Fi Thriller  
692,3.62804878,"American President, The (1995)",     Comedy   Drama      Romance    
693,3.648351648,Casino (1995),        Drama          
694,4.045454545,Persuasion (1995),              Romance    
695,2.923076923,Kicking and Screaming (1995),     Comedy   Drama          
696,3.139240506,City Hall (1996),        Drama        Thriller  
697,3.425,"Basketball Diaries, The (1995)",        Drama          
698,3,"Browning Version, The (1994)",        Drama          
699,3.676470588,Little Women (1994),        Drama          
700,2.6,Miami Rhapsody (1995),     Comedy             
701,4,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",       Documentary           
702,3.018867925,Barcelona (1994),     Comedy         Romance    
703,3.578947368,Widows' Peak (1994),        Drama          
704,3.041666667,"House of the Spirits, The (1993)",        Drama      Romance    
705,3.99270073,Singin' in the Rain (1952),            Musical  Romance    
706,2.666666667,Bad Moon (1996),           Horror       
707,3.928571429,Enchanted April (1991),        Drama          
708,3.475247525,"Sex, Lies, and Videotape (1989)",        Drama          
709,4.028846154,Strictly Ballroom (1992),     Comedy         Romance    
710,3.569620253,Better Off Dead... (1985),     Comedy             
711,4,"Substance of Fire, The (1996)",        Drama          
712,3.078431373,Tin Men (1987),     Comedy   Drama          
713,3.611111111,Othello (1995),        Drama          
714,3.230769231,Carrington (1995),        Drama      Romance    
715,3.275862069,To Die For (1995),     Comedy   Drama          
716,3.155172414,Home for the Holidays (1995),        Drama      Romance    
717,2.817073171,"Juror, The (1996)",        Drama        Thriller  
718,3.6875,In the Bleak Midwinter (1995),     Comedy             
719,2.413793103,Canadian Bacon (1994),     Comedy            War 
720,3.023255814,First Knight (1995), Action Adventure      Drama      Romance    
721,3.444444444,Mallrats (1995),     Comedy             
722,2.931034483,Nine Months (1995),     Comedy             
723,3.147058824,Boys on the Side (1995),     Comedy   Drama          
724,3.486842105,Circle of Friends (1995),        Drama      Romance    
725,2.75,Exit to Eden (1994),     Comedy             
726,2.428571429,Fluke (1995),    Childrens    Drama          
727,3.46031746,Immortal Beloved (1994),        Drama      Romance    
728,3.022222222,Junior (1994),     Comedy          Sci-Fi   
729,3.481481481,Nell (1994),        Drama          
730,3.5,"Queen Margot (Reine Margot, La) (1994)",        Drama      Romance    
731,3.153846154,"Corrina, Corrina (1994)",     Comedy   Drama      Romance    
732,3.65,Dave (1993),     Comedy         Romance    
733,3.2,Go Fish (1994),        Drama      Romance    
734,2.518518519,Made in America (1993),     Comedy             
735,3.854014599,Philadelphia (1993),        Drama          
736,3.935897436,Shadowlands (1993),        Drama      Romance    
737,2.983050847,Sirens (1994),     Comedy   Drama          
738,2.838709677,Threesome (1994),     Comedy         Romance    
739,3.323170732,Pretty Woman (1990),     Comedy         Romance    
740,3.476190476,Jane Eyre (1996),        Drama      Romance    
741,3.448275862,"Last Supper, The (1995)",        Drama        Thriller  
742,3.644194757,Ransom (1996),        Drama        Thriller  
743,1.948717949,"Crow: City of Angels, The (1996)", Action               Thriller  
744,3.456521739,Michael Collins (1996),        Drama         War 
745,3.875,"Ruling Class, The (1972)",     Comedy             
746,3.663865546,Real Genius (1985),     Comedy             
747,3.460784314,Benny & Joon (1993),     Comedy         Romance    
748,3.123417722,"Saint, The (1997)", Action             Romance  Thriller  
749,3.176470588,"MatchMaker, The (1997)",     Comedy         Romance    
750,3.85483871,Amistad (1997),        Drama          
751,3.427777778,Tomorrow Never Dies (1997), Action             Romance  Thriller  
752,3.307692308,"Replacement Killers, The (1998)", Action               Thriller  
753,3.708333333,Burnt By the Sun (1994),        Drama          
754,3.385964912,Red Corner (1997),      Crime          Thriller  
755,3.3125,Jumanji (1995), Action Adventure  Childrens     Fantasy      Sci-Fi   
756,2.8984375,Father of the Bride Part II (1995),     Comedy             
757,2.75,Across the Sea of Time (1995),       Documentary           
758,1.714285714,Lawnmower Man 2: Beyond Cyberspace (1996),               Sci-Fi Thriller  
759,2.181818182,Fair Game (1995), Action                 
760,2.652173913,Screamers (1995),               Sci-Fi   
761,3.045454545,Nick of Time (1995), Action               Thriller  
762,3.391304348,Beautiful Girls (1996),        Drama          
763,3.389261745,Happy Gilmore (1996),     Comedy             
764,2.75862069,If Lucy Fell (1996),     Comedy         Romance    
765,2.8125,Boomerang (1992),     Comedy         Romance    
766,3.111111111,Man of the Year (1995),       Documentary           
767,2.181818182,"Addiction, The (1995)",           Horror       
768,3.076923077,Casper (1995),  Adventure  Childrens              
769,2.452380952,Congo (1995), Action Adventure           Mystery  Sci-Fi   
770,3.385964912,Devil in a Blue Dress (1995),      Crime    Film-Noir   Mystery   Thriller  
771,2.634146341,Johnny Mnemonic (1995), Action              Sci-Fi Thriller  
772,3.06122449,Kids (1995),        Drama          
773,2.941176471,Mute Witness (1994),                Thriller  
774,2.9375,"Prophecy, The (1995)",           Horror       
775,2.769230769,Something to Talk About (1995),     Comedy   Drama      Romance    
776,3.222222222,Three Wishes (1995),        Drama          
777,1.25,Castle Freak (1995),           Horror       
778,3.552631579,Don Juan DeMarco (1995),     Comedy   Drama      Romance    
779,2.548387097,Drop Zone (1994), Action                 
780,3,Dumb & Dumber (1994),     Comedy             
781,3.333333333,French Kiss (1995),     Comedy         Romance    
782,2.6,Little Odessa (1994),        Drama          
783,2.72972973,Milk Money (1994),     Comedy         Romance    
784,1,Beyond Bedlam (1993),        Drama   Horror       
785,3.153846154,Only You (1994),     Comedy         Romance    
786,2.642857143,"Perez Family, The (1995)",     Comedy         Romance    
787,3.230769231,Roommates (1995),     Comedy   Drama          
788,1.666666667,Relative Fear (1994),           Horror     Thriller  
789,3.574468085,Swimming with Sharks (1995),     Comedy   Drama          
790,2.909090909,Tommy Boy (1995),     Comedy             
791,2.5,"Baby-Sitters Club, The (1995)",    Childrens              
792,3.720930233,Bullets Over Broadway (1994),     Comedy             
793,3.5,Crooklyn (1994),     Comedy             
794,3.652173913,It Could Happen to You (1994),        Drama      Romance    
795,2.428571429,Richie Rich (1994),    Childrens Comedy             
796,3.083333333,Speechless (1994),     Comedy         Romance    
797,3.096774194,Timecop (1994), Action              Sci-Fi   
798,2.222222222,Bad Company (1995), Action                 
799,3.2,Boys Life (1995),        Drama          
800,2.884615385,In the Mouth of Madness (1995),           Horror     Thriller  
801,2.8125,"Air Up There, The (1994)",     Comedy             
802,2.7,Hard Target (1993), Action Adventure    Crime          Thriller  
803,2.555555556,Heaven & Earth (1993), Action       Drama         War 
804,2.875,Jimmy Hollywood (1994),     Comedy             
805,3.62962963,Manhattan Murder Mystery (1993),     Comedy        Mystery     
806,3.46,Menace II Society (1993), Action     Crime  Drama          
807,2.777777778,Poetic Justice (1993),        Drama          
808,2.838709677,"Program, The (1993)", Action       Drama          
809,2.906976744,Rising Sun (1993), Action       Drama     Mystery     
810,2.888888889,"Shadow, The (1994)", Action                 
811,3.944444444,Thirty-Two Short Films About Glenn Gould (1993),       Documentary           
812,3.111111111,Andre (1994),  Adventure  Childrens              
813,3.892857143,"Celluloid Closet, The (1995)",       Documentary           
814,5,"Great Day in Harlem, A (1994)",       Documentary           
815,3.232142857,One Fine Day (1996),        Drama      Romance    
816,2.428571429,Candyman: Farewell to the Flesh (1995),           Horror       
817,2.666666667,Frisk (1995),        Drama          
818,2.76,Girl 6 (1996),     Comedy             
819,2.7,Eddie (1996),     Comedy             
820,2.774193548,Space Jam (1996),  Adventure Animation Childrens Comedy    Fantasy         
821,3.045454545,Mrs. Winterbourne (1996),     Comedy         Romance    
822,3,Faces (1968),        Drama          
823,2.87804878,Mulholland Falls (1996),      Crime    Film-Noir      Thriller  
824,2.755102041,"Great White Hype, The (1996)",     Comedy             
825,3.036144578,"Arrival, The (1996)", Action              Sci-Fi Thriller  
826,2.575,"Phantom, The (1996)",  Adventure                
827,2.771929825,Daylight (1996), Action Adventure              Thriller  
828,2.692307692,Alaska (1996),  Adventure  Childrens              
829,2.647058824,Fled (1996), Action Adventure                
830,1,Power 98 (1995), Action            Mystery   Thriller  
831,2.461538462,Escape from L.A. (1996), Action Adventure             Sci-Fi Thriller  
832,2.545454545,Bogus (1996),    Childrens    Drama Fantasy         
833,3.204081633,Bulletproof (1996), Action                 
834,2.2,Halloween: The Curse of Michael Myers (1995),           Horror     Thriller  
835,3.866666667,"Gay Divorcee, The (1934)",     Comedy       Musical  Romance    
836,3.769230769,Ninotchka (1939),     Comedy         Romance    
837,3.92,Meet John Doe (1941),        Drama          
838,2.75,In the Line of Duty 2 (1987), Action                 
839,2.5,Loch Ness (1995),           Horror     Thriller  
840,2.660377358,Last Man Standing (1996), Action       Drama          Western
841,2.75,"Glimmer Man, The (1996)", Action               Thriller  
842,3.148148148,Pollyanna (1960),    Childrens Comedy   Drama          
843,3,"Shaggy Dog, The (1959)",    Childrens Comedy             
844,3.357142857,Freeway (1996),      Crime            
845,3.465909091,That Thing You Do! (1996),     Comedy             
846,3.068181818,To Gillian on Her 37th Birthday (1996),        Drama      Romance    
847,3.727272727,Looking for Richard (1996),       Documentary Drama          
848,3.555555556,"Murder, My Sweet (1944)",          Film-Noir      Thriller  
849,2.716981132,Days of Thunder (1990), Action             Romance    
850,4,"Perfect Candidate, A (1996)",       Documentary           
851,3.75,Two or Three Things I Know About Her (1966),        Drama          
852,1,"Bloody Child, The (1996)",        Drama        Thriller  
853,3.857142857,Braindead (1992),     Comedy      Horror       
854,3.375,Bad Taste (1987),     Comedy      Horror       
855,3.727272727,Diva (1981), Action       Drama     Mystery Romance  Thriller  
856,3.833333333,Night on Earth (1991),     Comedy   Drama          
857,3,Paris Was a Woman (1995),       Documentary           
858,1,Amityville: Dollhouse (1996),           Horror       
859,2.666666667,April Fool's Day (1986),     Comedy      Horror       
860,2.25,"Believers, The (1987)",           Horror     Thriller  
861,2.333333333,Nosferatu a Venezia (1986),           Horror       
862,2.111111111,Jingle All the Way (1996),  Adventure  Childrens Comedy             
863,3.916666667,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",        Drama          
864,3.162790698,My Fellow Americans (1996),     Comedy             
865,3.476190476,"Ice Storm, The (1997)",        Drama          
866,3.319327731,Michael (1996),     Comedy         Romance    
867,4,"Whole Wide World, The (1996)",        Drama          
868,3.8,Hearts and Minds (1996),        Drama          
869,3,Fools Rush In (1997),     Comedy         Romance    
870,2.777777778,Touch (1997),              Romance    
871,2.4,Vegas Vacation (1997),     Comedy             
872,3.095238095,Love Jones (1997),              Romance    
873,2.962962963,Picture Perfect (1997),     Comedy         Romance    
874,3.256410256,Career Girls (1997),        Drama          
875,2.735849057,She's So Lovely (1997),        Drama      Romance    
876,2.70212766,Money Talks (1997), Action    Comedy             
877,2.538461538,Excess Baggage (1997),  Adventure            Romance    
878,2.515151515,That Darn Cat! (1997),    Childrens Comedy        Mystery     
879,3.272058824,"Peacemaker, The (1997)", Action               Thriller War 
880,3.169491525,Soul Food (1997),        Drama          
881,2.933333333,Money Talks (1997), Action    Comedy             
882,3.294117647,Washington Square (1997),        Drama          
883,3.230769231,Telling Lies in America (1997),        Drama          
884,3.285714286,Year of the Horse (1997),       Documentary           
885,2.230769231,Phantoms (1998),           Horror       
886,3.075471698,"Life Less Ordinary, A (1997)",              Romance  Thriller  
887,3.609375,Eve's Bayou (1997),        Drama          
888,3.466666667,One Night Stand (1997),        Drama          
889,3.384615385,"Tango Lesson, The (1997)",              Romance    
890,1.953488372,Mortal Kombat: Annihilation (1997), Action Adventure                
891,2.666666667,Bent (1997),        Drama         War 
892,2.754716981,Flubber (1997),    Childrens Comedy    Fantasy         
893,2.428571429,For Richer or Poorer (1997),     Comedy             
894,1.894736842,Home Alone 3 (1997),    Childrens Comedy             
895,3.216981132,Scream 2 (1997),           Horror     Thriller  
896,3.772727273,"Sweet Hereafter, The (1997)",        Drama          
897,1.5,Time Tracers (1995), Action Adventure             Sci-Fi   
898,3.224137931,"Postman, The (1997)",        Drama          
899,3.444444444,"Winter Guest, The (1997)",        Drama          
900,3.69047619,Kundun (1997),        Drama          
901,1.916666667,Mr. Magoo (1997),     Comedy             
902,3.833333333,"Big Lebowski, The (1998)",     Comedy Crime       Mystery   Thriller  
903,3.111111111,Afterglow (1997),        Drama      Romance    
904,3.45,Ma vie en rose (My Life in Pink) (1997),     Comedy   Drama          
905,3.222222222,Great Expectations (1998),        Drama      Romance    
906,3.19047619,Oscar & Lucinda (1997),        Drama      Romance    
907,2,Vermin (1998),     Comedy             
908,2.5,Half Baked (1998),     Comedy             
909,3.769230769,Dangerous Beauty (1998),        Drama          
910,2,Nil By Mouth (1997),        Drama          
911,2.5,Twilight (1998),      Crime  Drama          
912,3,U.S. Marshalls (1998), Action               Thriller  
913,2.5,Love and Death on Long Island (1997),     Comedy             
914,2.727272727,Wild Things (1998),      Crime  Drama     Mystery   Thriller  
915,3.923076923,Primary Colors (1998),        Drama          
916,3.166666667,Lost in Space (1998), Action              Sci-Fi Thriller  
917,3.428571429,Mercury Rising (1998), Action       Drama        Thriller  
918,3,City of Angels (1998),              Romance    
919,3.791666667,"City of Lost Children, The (1995)",  Adventure             Sci-Fi   
920,2.2,Two Bits (1995),        Drama          
921,3.97826087,Farewell My Concubine (1993),        Drama      Romance    
